CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-000306,Manhattan,106,4,40.748819,-73.976026,Link Active!,121519,596 3Rd Ave,10016,mn-06-121519,04/25/2016,03/24/2016,Murray Hill-Kips Bay,1019148,1008940049,1008000,"(40.7488188, -73.97602629)"
LINK-000308,Manhattan,106,4,40.748733,-73.975363,Link Active!,138030,605 3Rd Ave,10016,mn-06-138030,07/01/2016,05/14/2016,Turtle Bay-East Midtown,1082153,1009200012,1008800,"(40.74873279679358, -73.97536339351655)"
LINK-000309,Manhattan,106,4,40.749341,-73.975186,Link Active!,121360,605 3Rd Ave,10016,mn-06-121360,10/26/2016,09/17/2016,Turtle Bay-East Midtown,1082153,1009200012,1008800,"(40.74934112, -73.97518642)"
LINK-000310,Manhattan,106,4,40.748914,-73.975648,Link Active!,121364,605 3Rd Ave,10016,mn-06-121364,03/07/2016,02/06/2016,Turtle Bay-East Midtown,1082153,1009200012,1008800,"(40.748914, -73.975648)"
LINK-000312,Manhattan,106,4,40.749658,-73.975104,Link Pending Activation,135586,633 3Rd Ave,10017,mn-06-135586,,07/29/2017,Turtle Bay-East Midtown,1037174,1013147502,1008800,"(40.74965755, -73.97510442)"
LINK-000313,Manhattan,106,4,40.750156,-73.974741,Link Active!,121527,639 3Rd Ave,10017,mn-06-121527,07/01/2016,06/11/2016,Turtle Bay-East Midtown,1037545,1013150001,1008800,"(40.750156, -73.974741)"
LINK-000315,Manhattan,106,4,40.750378,-73.974888,Link Active!,137977,640 3Rd Ave,10017,mn-06-137977,02/29/2016,02/07/2016,Murray Hill-Kips Bay,1036153,1012967502,1008000,"(40.75037797, -73.97488777)"
LINK-000316,Manhattan,106,4,40.750960,-73.974467,Link Active!,121362,666 3Rd Ave,10017,mn-06-121362,02/29/2016,02/07/2016,Turtle Bay-East Midtown,1036161,1012970033,1009200,"(40.75095973, -73.97446736)"
LINK-000317,Manhattan,106,4,40.751406,-73.974142,Link Active!,121536,666 3Rd Ave,10017,mn-06-121536,02/28/2016,02/07/2016,Turtle Bay-East Midtown,1036161,1012970033,1009200,"(40.75140578, -73.97414247)"
LINK-000320,Manhattan,106,4,40.751497,-73.973765,Link Active!,121535,685 3Rd Ave,10017,mn-06-121535,07/21/2016,07/19/2016,Turtle Bay-East Midtown,1037555,1013170001,1008800,"(40.751497, -73.973765)"
LINK-000326,Manhattan,106,4,40.752623,-73.973254,Link Active!,121531,716 3Rd Ave,10017,mn-06-121531,06/07/2017,04/29/2017,Turtle Bay-East Midtown,1036180,1012990040,1009200,"(40.75262285, -73.97325385)"
LINK-000327,Manhattan,106,4,40.752665,-73.972843,Link Active!,121358,721 3Rd Ave E45St,10017,mn-06-121358,01/27/2016,01/08/2016,Turtle Bay-East Midtown,1037598,1013190104,1009000,"(40.75266482, -73.97284287)"
LINK-000328,Manhattan,106,4,40.753196,-73.972445,Link Active!,121370,733 3Rd Ave,10017,mn-06-121370,02/19/2016,02/07/2016,Turtle Bay-East Midtown,1037596,1013190047,1009000,"(40.753196, -73.972445)"
LINK-000330,Manhattan,106,4,40.753149,-73.972868,Link Pending Activation,139745,734 3Rd Ave,10017,mn-06-139745,,07/29/2017,Turtle Bay-East Midtown,1036195,1013000033,1009200,"(40.753149, -73.972868)"
LINK-000331,Manhattan,106,4,40.753899,-73.972326,Link Active!,121816,750 3Rd Ave,10017,mn-06-121816,02/22/2016,02/07/2016,Turtle Bay-East Midtown,1036207,1013010033,1009200,"(40.753899, -73.972326)"
LINK-000333,Manhattan,106,4,40.754092,-73.972180,Link Active!,133473,760 3Rd Ave,10017,mn-06-133473,02/22/2016,02/08/2016,Turtle Bay-East Midtown,1036217,1013020033,1009200,"(40.754092, -73.97218)"
LINK-000334,Manhattan,106,4,40.754512,-73.971876,Link Active!,121813,768 3Rd Ave,10017,mn-06-121813,02/28/2016,02/08/2016,Turtle Bay-East Midtown,1036217,1013020033,1009200,"(40.75451175, -73.97187609)"
LINK-000335,Manhattan,106,4,40.755233,-73.971032,Link Active!,121824,797 3Rd Ave,10022,mn-06-121824,03/08/2016,02/08/2016,Turtle Bay-East Midtown,1038223,1013230001,1009800,"(40.75523348, -73.97103228)"
LINK-000336,Manhattan,106,4,40.755877,-73.971030,Link Active!,121820,800 3Rd Ave,10022,mn-06-121820,06/24/2016,05/14/2016,Turtle Bay-East Midtown,1036446,1013040033,1010000,"(40.75587721, -73.97102968)"
LINK-000337,Manhattan,106,4,40.755356,-73.971251,Link Active!,121822,800 3Rd Ave,10022,mn-06-121822,03/08/2016,02/08/2016,Turtle Bay-East Midtown,1036446,1013040033,1010000,"(40.75535623, -73.97125096)"
LINK-000338,Manhattan,106,4,40.756326,-73.970143,Link Active!,121831,835 3Rd Ave,10022,mn-06-121831,05/20/2016,04/30/2016,Turtle Bay-East Midtown,1081187,1013240047,1009800,"(40.75632633, -73.9701433)"
LINK-000339,Manhattan,106,4,40.756505,-73.970111,Link Active!,133472,845 3Rd Ave,10022,mn-06-133472,03/08/2016,02/08/2016,Turtle Bay-East Midtown,1038464,1013250001,1009800,"(40.75650489, -73.97011147)"
LINK-000340,Manhattan,106,4,40.756911,-73.969816,Link Active!,133477,845 3Rd Avenue,10022,mn-06-133477,03/28/2016,03/18/2016,Turtle Bay-East Midtown,1038464,1013250001,1009800,"(40.75691135, -73.96981621)"
LINK-000342,Manhattan,106,4,40.757113,-73.970088,Link Installed; Connecting Power and Fiber,137315,850 3Rd Avenue,10022,mn-06-137315,,08/12/2017,Turtle Bay-East Midtown,1036462,1013060033,1010000,"(40.75711322, -73.97008839)"
LINK-000344,Manhattan,106,4,40.757729,-73.969615,Link Active!,121839,866 3Rd Ave,10022,mn-06-121839,05/05/2017,03/19/2017,Turtle Bay-East Midtown,1036469,1013077501,1010000,"(40.75772905, -73.96961496)"
LINK-000346,Manhattan,106,4,40.757851,-73.969436,Link Active!,139110,880 3rd Ave,10022,mn-06-139110,10/25/2017,07/29/2017,Turtle Bay-East Midtown,1036473,1013080033,1010000,"(40.75785145, -73.96943631)"
LINK-000349,Manhattan,106,4,40.758508,-73.968963,Link Active!,135879,900 3Rd Ave,10022,mn-06-135879,04/15/2016,02/15/2016,Turtle Bay-East Midtown,1081162,1013090032,1010000,"(40.75850806, -73.9689633)"
LINK-000350,Manhattan,106,4,40.758993,-73.968727,Link Active!,121842,906 3Rd Ave,10022,mn-06-121842,07/01/2016,06/04/2016,Turtle Bay-East Midtown,1036483,1013090039,1010000,"(40.758993, -73.968727)"
LINK-000351,Manhattan,106,4,40.758403,-73.968723,Link Active!,121836,909 3Rd Avenue,10022,mn-06-121836,03/18/2016,02/28/2016,Turtle Bay-East Midtown,1038570,1013280001,1010800,"(40.75840302, -73.96872336)"
LINK-000352,Manhattan,106,4,40.758820,-73.968417,Link Active!,121854,909 3Rd Avenue,10022,mn-06-121854,03/15/2016,02/28/2016,Turtle Bay-East Midtown,1038570,1013280001,1010800,"(40.75881998, -73.96841698)"
LINK-000355,Manhattan,106,4,40.759610,-73.968242,Link Active!,121850,930 3Rd Ave,10022,mn-06-121850,07/19/2016,07/02/2016,Turtle Bay-East Midtown,1036524,1013100040,1010000,"(40.75961, -73.968242)"
LINK-000357,Manhattan,106,4,40.759756,-73.968048,Link Active!,136181,936 3Rd Ave,10022,mn-06-136181,03/15/2016,02/28/2016,Turtle Bay-East Midtown,1036879,1013110033,1011203,"(40.759756, -73.968048)"
LINK-000359,Manhattan,106,4,40.760005,-73.967568,Link Active!,133436,939 3Rd Avenue,10022,mn-06-133436,07/19/2016,02/27/2016,Turtle Bay-East Midtown,1038590,1013300004,1010800,"(40.76000519, -73.96756751)"
LINK-000360,Manhattan,106,4,40.759632,-73.967828,Link Active!,121849,949 3Rd Avenue,10022,mn-06-121849,03/24/2016,02/28/2016,Turtle Bay-East Midtown,1038590,1013300004,1010800,"(40.75963164, -73.96782751)"
LINK-000361,Manhattan,106,4,40.760135,-73.967774,Link Active!,121733,950 3Rd Ave,10022,mn-06-121733,03/18/2016,02/27/2016,Turtle Bay-East Midtown,1036882,1013110040,1011203,"(40.76013485, -73.9677744)"
LINK-000362,Manhattan,106,4,40.760347,-73.967306,Link Active!,121857,953 3Rd Avenue,10022,mn-06-121857,06/27/2016,06/04/2016,Turtle Bay-East Midtown,1089950,1013310001,1010800,"(40.76034713, -73.96730567)"
LINK-000363,Manhattan,106,4,40.760457,-73.967538,Link Active!,138438,954 3Rd Ave,10022,mn-06-138438,03/18/2016,02/27/2016,Turtle Bay-East Midtown,1036912,1013120033,1011203,"(40.76045676, -73.9675385)"
LINK-000364,Manhattan,106,4,40.760644,-73.967101,Link Active!,133481,969 3Rd Ave,10022,mn-06-133481,09/28/2016,08/13/2016,Turtle Bay-East Midtown,1076271,1013317501,1010800,"(40.76064429, -73.96710117)"
LINK-000366,Manhattan,106,4,40.761101,-73.967084,Link Active!,133433,974 3Rd Ave,10022,mn-06-133433,09/28/2016,08/13/2016,Turtle Bay-East Midtown,1086160,1013137501,1011203,"(40.761101254475605, -73.96708382699364)"
LINK-000369,Manhattan,108,4,40.761604,-73.966388,Link Active!,121734,991 3Rd Ave,10022,mn-08-121734,03/29/2016,02/27/2016,Lenox Hill-Roosevelt Island,1043336,1014140001,1011000,"(40.76160412, -73.9663883)"
LINK-000374,Manhattan,106,2,40.738827,-73.982886,Link Installed; Connecting Power and Fiber,121490,301 3Rd Ave,10010,mn-06-121490,,10/28/2017,Gramercy,1082135,1009040001,1006400,"(40.738827, -73.982886)"
LINK-000375,Manhattan,105,4,40.766148,-73.979721,Link Active!,122631,916 7 Avenue,10019,mn-05-122631,07/12/2017,06/11/2017,Midtown-Midtown South,1024904,1010290036,1013700,"(40.766148, -73.979721)"
LINK-000398,Manhattan,105,4,40.764513,-73.977195,Link Active!,122629,101 West 57Th,10019,mn-05-122629,05/08/2017,02/18/2017,Midtown-Midtown South,1023730,1010100029,1013700,"(40.76451317, -73.97719468)"
LINK-000419,Manhattan,105,4,40.754951,-73.983899,Link Installed; Connecting Power and Fiber,122814,1100 Ave Of The Americas,10036,mn-05-122814,,07/29/2017,Midtown-Midtown South,1034195,1012580001,1009600,"(40.75495098, -73.98389868)"
LINK-000444,Manhattan,104,3,40.740531,-74.001807,Link Active!,135039,104 8 Avenue,10011,mn-04-135039,07/12/2017,06/10/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1081534,1007650001,1008100,"(40.740531, -74.001807)"
LINK-000447,Manhattan,102,3,40.739447,-74.002600,Link Active!,128511,74 8 AVENUE,10011,mn-02-128511,04/15/2016,03/11/2016,West Village,1080215,1006180005,1007700,"(40.73944747, -74.00259998)"
LINK-000448,Manhattan,104,3,40.741123,-74.001370,Link Active!,137007,126 8 Avenue,10011,mn-04-137007,05/30/2017,04/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1076135,1007667502,1008100,"(40.741123, -74.00137)"
LINK-000449,Manhattan,104,3,40.741373,-74.001501,Link Active!,135620,127 8 Avenue,10011,mn-04-135620,10/02/2017,08/05/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1088116,1007407501,1008300,"(40.74137338, -74.00150114)"
LINK-000450,Manhattan,104,3,40.741621,-74.001321,Link Active!,134551,139 8 Avenue,10011,mn-04-134551,06/28/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013054,1007400037,1008300,"(40.74162142, -74.00132086)"
LINK-000451,Manhattan,104,3,40.741510,-74.001088,Link Active!,136455,142 8 Avenue,10011,mn-04-136455,05/30/2017,04/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1076135,1007667502,1008100,"(40.74151, -74.001088)"
LINK-000452,Manhattan,104,3,40.742046,-74.000711,Link Active!,135231,158 8 Avenue,10011,mn-04-135231,06/28/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1068028,1007677501,1008100,"(40.74204648, -74.00071086)"
LINK-000453,Manhattan,104,3,40.742297,-74.000940,Link Active!,108537,159 8 Avenue,10011,mn-04-108537,04/07/2016,03/18/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1087673,1007417501,1008300,"(40.742297, -74.00094)"
LINK-000457,Manhattan,104,3,40.742689,-74.000238,Link Active!,135037,176 8 Avenue,10011,mn-04-135037,05/30/2017,04/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013890,1007680080,1008700,"(40.742689, -74.000238)"
LINK-000458,Manhattan,105,3,40.767271,-73.982247,Link Active!,122628,1775 Broadway,10019,mn-05-122628,03/30/2016,03/10/2016,Midtown-Midtown South,1024900,1010297501,1013700,"(40.767271, -73.982247)"
LINK-000462,Manhattan,104,3,40.743579,-73.999894,Link Active!,123508,199 8 Avenue,10011,mn-04-123508,04/07/2016,03/18/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013263,1007440036,1008900,"(40.7435787, -73.99989422)"
LINK-000463,Manhattan,104,3,40.743919,-73.999645,Link Active!,134912,211 8 Avenue,10011,mn-04-134912,05/30/2017,04/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013268,1007440043,1008900,"(40.74391929, -73.9996452)"
LINK-000464,Manhattan,104,3,40.744260,-73.999398,Link Active!,107977,221 8 Avenue,10011,mn-04-107977,04/06/2016,03/16/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1087948,1007457503,1008900,"(40.74426003, -73.99939787)"
LINK-000465,Manhattan,104,3,40.744403,-73.998993,Link Active!,123501,232 8 Avenue,10011,mn-04-123501,04/07/2016,03/11/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1014099,1007710075,1008700,"(40.744403, -73.998993)"
LINK-000466,Manhattan,104,3,40.744584,-73.999160,Link Active!,108002,233 8 Avenue,10011,mn-04-108002,04/07/2016,03/16/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013310,1007450040,1008900,"(40.74458405, -73.99915958)"
LINK-000468,Manhattan,104,3,40.744750,-73.998736,Link Active!,108509,238 8 Avenue,10011,mn-04-108509,04/07/2016,03/16/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1014103,1007720003,1009100,"(40.74475, -73.998736)"
LINK-000469,Manhattan,105,3,40.747905,-73.996434,Link Active!,137326,243 West 27Th St,10001,mn-05-137326,07/07/2016,06/04/2016,Midtown-Midtown South,1014250,1007770001,1009500,"(40.747905, -73.996434)"
LINK-000471,Manhattan,104,3,40.745039,-73.998529,Link Active!,133655,252 8 Avenue,10011,mn-04-133655,06/20/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014140,1007720083,1009100,"(40.74503873, -73.99852935)"
LINK-000472,Manhattan,105,3,40.763424,-73.985061,Link Active!,139276,260 West 52St,10019,mn-05-139276,04/07/2016,03/18/2016,Midtown-Midtown South,1076198,1010230061,1013100,"(40.763424, -73.985061)"
LINK-000473,Manhattan,104,3,40.745443,-73.998619,Link Active!,123646,261 West 23St,10011,mn-04-123646,06/24/2016,05/25/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1078540,1007470001,1009300,"(40.74544348, -73.99861909)"
LINK-000475,Manhattan,105,3,40.757544,-73.989409,Link Active!,107818,670 8 AVENUE,10036,mn-05-107818,04/06/2016,03/12/2016,Midtown-Midtown South,1087141,1010140058,1011900,"(40.757544, -73.989409)"
LINK-000480,Manhattan,105,3,40.757753,-73.989252,Link Active!,121354,270 West 43St,10036,mn-05-121354,04/06/2016,03/11/2016,Midtown-Midtown South,1087141,1010140058,1011900,"(40.757753, -73.989252)"
LINK-000483,Manhattan,104,3,40.745924,-73.997757,Link Active!,139167,282 8 Avenue,10001,mn-04-139167,04/07/2016,03/16/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1014167,1007740001,1009100,"(40.74592407, -73.99775661)"
LINK-000484,Manhattan,104,3,40.766638,-73.983092,Link Active!,122503,300 West 57Th St,10019,mn-04-122503,07/07/2016,03/10/2016,Clinton,1025451,1010477502,1013900,"(40.76663812, -73.98309182)"
LINK-000486,Manhattan,104,3,40.766940,-73.983155,Link Active!,133373,301 West 57Th St,10019,mn-04-133373,07/21/2016,07/19/2016,Clinton,1076205,1010487503,1013900,"(40.76693979, -73.98315529)"
LINK-000487,Manhattan,104,3,40.766963,-73.982853,Link Active!,122621,302 West 57Th St,10019,mn-04-122621,07/21/2016,07/19/2016,Clinton,1076205,1010487503,1013900,"(40.76696325, -73.98285321)"
LINK-000489,Manhattan,104,3,40.754140,-73.992340,Link Active!,122567,302 West 37St,10018,mn-04-122567,04/27/2016,03/10/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013600,1007600046,1011100,"(40.75413992, -73.99233961)"
LINK-000491,Manhattan,104,3,40.763051,-73.985830,Link Active!,122605,308 West 51St,10019,mn-04-122605,10/26/2016,10/15/2016,Clinton,1025211,1010427501,1013300,"(40.76305136, -73.98583017)"
LINK-000493,Manhattan,104,3,40.747377,-73.997127,Link Active!,123656,327 8 Avenue,10001,mn-04-123656,05/12/2016,04/26/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1082792,1007510001,1009700,"(40.74737717, -73.99712687)"
LINK-000496,Manhattan,105,3,40.749122,-73.995553,Link Active!,136213,382 8 Avenue,10001,mn-05-136213,04/07/2016,03/18/2016,Midtown-Midtown South,1014277,1007790001,1009500,"(40.749122, -73.995553)"
LINK-000498,Manhattan,104,3,40.767358,-73.982564,Link Active!,144139,4 Columbus Circle,10019,mn-04-144139,08/03/2016,07/20/2016,Clinton,1026054,1010480033,1013900,"(40.76735759, -73.98256354)"
LINK-000499,Manhattan,105,3,40.749537,-73.995245,Link Active!,122061,400 8 Avenue,10001,mn-05-122061,10/14/2016,08/11/2016,Midtown-Midtown South,1014306,1007790075,1009500,"(40.749537, -73.995245)"
LINK-000500,Manhattan,105,3,40.749728,-73.995110,Link Active!,133689,402 8 Avenue,10001,mn-05-133689,06/30/2017,05/26/2017,Midtown-Midtown South,1014332,1007800001,1010100,"(40.749728, -73.99511)"
LINK-000501,Manhattan,104,3,40.749827,-73.995525,Link Active!,108137,403 8Th Av,10001,mn-04-108137,05/05/2016,04/19/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1082392,1007540036,1010300,"(40.74982748, -73.99552538)"
LINK-000502,Manhattan,105,3,40.749880,-73.994993,Link Active!,136910,408 8 Avenue,10001,mn-05-136910,06/30/2017,05/26/2017,Midtown-Midtown South,1014351,1007807501,1010100,"(40.74988, -73.994993)"
LINK-000503,Manhattan,104,3,40.750227,-73.995051,Link Active!,122691,413 8 Avenue,10001,mn-04-122691,04/07/2016,03/18/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013536,1007540041,1010300,"(40.75022678, -73.99505137)"
LINK-000505,Manhattan,105,3,40.752700,-73.992756,Link Active!,108471,494 8 Avenue,10001,mn-05-108471,05/17/2016,04/26/2016,Midtown-Midtown South,1014419,1007840077,1010900,"(40.75269979, -73.99275642)"
LINK-000508,Manhattan,105,3,40.752949,-73.992762,Link Active!,122305,500 8 Avenue,10018,mn-05-122305,05/12/2016,04/26/2016,Midtown-Midtown South,1014421,1007850001,1010900,"(40.752949, -73.992762)"
LINK-000509,Manhattan,104,3,40.753107,-73.992947,Link Active!,136691,505 8 Avenue,10018,mn-04-136691,06/30/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013575,1007590037,1011100,"(40.75310732, -73.99294717)"
LINK-000511,Manhattan,104,3,40.753425,-73.992718,Link Active!,122068,519 8 Avenue,10018,mn-04-122068,04/12/2016,03/24/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013576,1007590045,1011100,"(40.75342475, -73.9927184)"
LINK-000513,Manhattan,104,3,40.753642,-73.992563,Link Active!,108109,523 8 Avenue,10018,mn-04-108109,04/12/2016,03/24/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013597,1007600038,1011100,"(40.75364209, -73.99256281)"
LINK-000516,Manhattan,105,3,40.754171,-73.991871,Link Active!,108433,550 8 Avenue,10018,mn-05-108433,04/06/2016,03/12/2016,Midtown-Midtown South,1014453,1007870001,1010900,"(40.754171, -73.991871)"
LINK-000518,Manhattan,104,3,40.754666,-73.991816,Link Active!,122565,557 8 Avenue,10018,mn-04-122565,05/12/2016,04/30/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013624,1007610039,1011100,"(40.75466587, -73.99181602)"
LINK-000522,Manhattan,104,3,40.755281,-73.991371,Link Active!,122078,589 8 Avenue,10018,mn-04-122078,04/11/2016,03/06/2016,Clinton,1013646,1007620042,1011500,"(40.75528084, -73.99137086)"
LINK-000524,Manhattan,104,3,40.755500,-73.991425,Link Active!,136982,601 8 Avenue,10018,mn-04-136982,04/11/2016,03/19/2016,Clinton,1013686,1007630034,1011500,"(40.7555, -73.991425)"
LINK-000525,Manhattan,104,3,40.755878,-73.990933,Link Active!,122075,615 8 Avenue,10018,mn-04-122075,04/11/2016,03/12/2016,Clinton,1013688,1007630042,1011500,"(40.75587809, -73.99093285)"
LINK-000527,Manhattan,104,3,40.758666,-73.988900,Link Active!,142001,701 8 Avenue,10036,mn-04-142001,04/11/2016,03/11/2016,Clinton,1024991,1010350029,1012100,"(40.75866608, -73.98890049)"
LINK-000528,Manhattan,104,3,40.758831,-73.988780,Link Active!,108485,705 8 Avenue,10036,mn-04-108485,04/11/2016,03/11/2016,Clinton,1024992,1010350036,1012100,"(40.75883097, -73.98877954)"
LINK-000529,Manhattan,104,3,40.759107,-73.988579,Link Active!,122583,713 8 Avenue,10036,mn-04-122583,04/11/2016,03/11/2016,Clinton,1024992,1010350036,1012100,"(40.75910666, -73.98857946)"
LINK-000531,Manhattan,105,3,40.759221,-73.988187,Link Active!,122092,724 8 Avenue,10036,mn-05-122092,04/06/2016,03/12/2016,Midtown-Midtown South,1024718,1010170001,1011900,"(40.75922149, -73.98818717)"
LINK-000532,Manhattan,102,3,40.739677,-74.002735,Link Active!,123540,75 8 Avenue,10014,mn-02-123540,04/15/2016,03/11/2016,West Village,1080226,1006297504,1007700,"(40.73967748, -74.00273531)"
LINK-000533,Manhattan,104,3,40.761073,-73.987251,Link Active!,108148,787 8 Avenue,10036,mn-04-108148,04/15/2016,03/06/2016,Clinton,1025105,1010380036,1012700,"(40.76107343, -73.98725149)"
LINK-000535,Manhattan,105,3,40.761094,-73.986828,Link Active!,122586,790 8 Avenue,10019,mn-05-122586,04/12/2016,03/24/2016,Midtown-Midtown South,1024771,1010207501,1012500,"(40.761094, -73.986828)"
LINK-000537,Manhattan,104,3,40.739846,-74.002305,Link Active!,122299,80 8 Avenue,10011,mn-04-122299,04/07/2016,03/29/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013711,1007640001,1008100,"(40.739846, -74.002305)"
